b3027300|	ADD X7, X6, X5
d7b12776|	VMSLEVI $15, V2, V3
d7b12774|	VMSLEVI $15, V2, V0, V3
d741257a|	VMSGTUVX X10, V2, V3
d7412578|	VMSGTUVX X10, V2, V0, V3
d7b1277a|	VMSGTUVI $15, V2, V3
d7b12778|	VMSGTUVI $15, V2, V0, V3
d741257e|	VMSGTVX X10, V2, V3
d741257c|	VMSGTVX X10, V2, V0, V3
d7b1277e|	VMSGTVI $15, V2, V3
d7b1277c|	VMSGTVI $15, V2, V0, V3

# 31.11.9: Vector Integer Min/Max Instructions
d7812012|	VMINUVV V1, V2, V3
d7812010|	VMINUVV V1, V2, V0, V3
d7412512|	VMINUVX X10, V2, V3
d7412510|	VMINUVX X10, V2, V0, V3
d7812016|	VMINVV V1, V2, V3
d7812014|	VMINVV V1, V2, V0, V3
d7412516|	VMINVX X10, V2, V3
d7412514|	VMINVX X10, V2, V0, V3
d781201a|	VMAXUVV V1, V2, V3
d7812018|	VMAXUVV V1, V2, V0, V3
d741251a|	VMAXUVX X10, V2, V3
d7412518|	VMAXUVX X10, V2, V0, V3
d781201e|	VMAXVV V1, V2, V3
d781201c|	VMAXVV V1, V2, V0, V3
d741251e|	VMAXVX X10, V2, V3
d741251c|	VMAXVX X10, V2, V0, V3

# 31.11.10: Vector Single-Width Integer Multiply Instructions
d7a12096|	VMULVV V1, V2, V3
d7a12094|	VMULVV V1, V2, V0, V3
d7612596|	VMULVX X10, V2, V3
d7612594|	VMULVX X10, V2, V0, V3
d7a1209e|	VMULHVV V1, V2, V3
d7a1209c|	VMULHVV V1, V2, V0, V3
d761259e|	VMULHVX X10, V2, V3
d761259c|	VMULHVX X10, V2, V0, V3
d7a12092|	VMULHUVV V1, V2, V3
d7a12090|	VMULHUVV V1, V2, V0, V3
d7612592|	VMULHUVX X10, V2, V3
d7612590|	VMULHUVX X10, V2, V0, V3
d7a1209a|	VMULHSUVV V1, V2, V3
d7a12098|	VMULHSUVV V1, V2, V0, V3
d761259a|	VMULHSUVX X10, V2, V3
d7612598|	VMULHSUVX X10, V2, V0, V3

# 31.11.11: Vector Integer Divide Instructions
d7a12082|	VDIVUVV V1, V2, V3
d7a12080|	VDIVUVV V1, V2, V0, V3
d7612582|	VDIVUVX X10, V2, V3
d7612580|	VDIVUVX X10, V2, V0, V3
d7a12086|	VDIVVV V1, V2, V3
d7a12084|	VDIVVV V1, V2, V0, V3
d7612586|	VDIVVX X10, V2, V3
d7612584|	VDIVVX X10, V2, V0, V3
d7a1208a|	VREMUVV V1, V2, V3
d7a12088|	VREMUVV V1, V2, V0, V3
d761258a|	VREMUVX X10, V2, V3
d7612588|	VREMUVX X10, V2, V0, V3
d7a1208e|	VREMVV V1, V2, V3
d7a1208c|	VREMVV V1, V2, V0, V3
d761258e|	VREMVX X10, V2, V3
d761258c|	VREMVX X10, V2, V0, V3

# 31.11.12: Vector Widening Integer Multiply Instructions
d7a120ee|	VWMULVV V1, V2, V3
d7a120ec|	VWMULVV V1, V2, V0, V3
d76125ee|	VWMULVX X10, V2, V3
d76125ec|	VWMULVX X10, V2, V0, V3
d7a120e2|	VWMULUVV V1, V2, V3
d7a120e0|	VWMULUVV V1, V2, V0, V3
d76125e2|	VWMULUVX X10, V2, V3
d76125e0|	VWMULUVX X10, V2, V0, V3
d7a120ea|	VWMULSUVV V1, V2, V3
d7a120e8|	VWMULSUVV V1, V2, V0, V3
d76125ea|	VWMULSUVX X10, V2, V3
d76125e8|	VWMULSUVX X10, V2, V0, V3

# 31.11.13: Vector Single-Width Integer Multiply-Add Instructions
d7a120b6|	VMACCVV V2, V1, V3
d7a120b4|	VMACCVV V2, V1, V0, V3
d76125b6|	VMACCVX V2, X10, V3
d76125b4|	VMACCVX V2, X10, V0, V3
d7a120be|	VNMSACVV V2, V1, V3
d7a120bc|	VNMSACVV V2, V1, V0, V3
d76125be|	VNMSACVX V2, X10, V3
d76125bc|	VNMSACVX V2, X10, V0, V3
d7a120a6|	VMADDVV	V2, V1, V3
d7a120a4|	VMADDVV	V2, V1, V0, V3
d76125a6|	VMADDVX	V2, X10, V3
d76125a4|	VMADDVX	V2, X10, V0, V3
d7a120ae|	VNMSUBVV V2, V1, V3
d7a120ac|	VNMSUBVV V2, V1, V0, V3
d76125ae|	VNMSUBVX V2, X10, V3
d76125ac|	VNMSUBVX V2, X10, V0, V3

# 31.11.14: Vector Widening Integer Multiply-Add Instructions
d7a120f2|	VWMACCUVV V2, V1, V3
d7a120f0|	VWMACCUVV V2, V1, V0, V3
d76125f2|	VWMACCUVX V2, X10, V3
d76125f0|	VWMACCUVX V2, X10, V0, V3
d7a120f6|	VWMACCVV V2, V1, V3
d7a120f4|	VWMACCVV V2, V1, V0, V3
d76125f6|	VWMACCVX V2, X10, V3
d76125f4|	VWMACCVX V2, X10, V0, V3
d7a120fe|	VWMACCSUVV V2, V1, V3
d7a120fc|	VWMACCSUVV V2, V1, V0, V3
d76125fe|	VWMACCSUVX V2, X10, V3
d76125fc|	VWMACCSUVX V2, X10, V0, V3
d76125fa|	VWMACCUSVX V2, X10, V3
d76125f8|	VWMACCUSVX V2, X10, V0, V3

# 31.11.15: Vector Integer Merge Instructions
d781205c|	VMERGEVVM V1, V2, V0, V3
d741255c|	VMERGEVXM X10, V2, V0, V3
d7b1275c|	VMERGEVIM $15, V2, V0, V3

# 31.11.16: Vector Integer Move Instructions
d701015e|	VMVVV V2, V3
d741055e|	VMVVX X10, V3
d7b1075e|	VMVVI $15, V3

# 31.12.1: Vector Single-Width Saturating Add and Subtract
d7812082|	VSADDUVV V1, V2, V3
d7812080|	VSADDUVV V1, V2, V0, V3
d7412582|	VSADDUVX X10, V2, V3
d7412580|	VSADDUVX X10, V2, V0, V3
d7b12782|	VSADDUVI $15, V2, V3
d7b12780|	VSADDUVI $15, V2, V0, V3
d7812086|	VSADDVV V1, V2, V3
d7812084|	VSADDVV V1, V2, V0, V3
d7412586|	VSADDVX X10, V2, V3
d7412584|	VSADDVX X10, V2, V0, V3
d7b12786|	VSADDVI $15, V2, V3
d7b12784|	VSADDVI $15, V2, V0, V3
d781208a|	VSSUBUVV V1, V2, V3
d7812088|	VSSUBUVV V1, V2, V0, V3
d741258a|	VSSUBUVX X10, V2, V3
d7412588|	VSSUBUVX X10, V2, V0, V3
d781208e|	VSSUBVV V1, V2, V3
d781208c|	VSSUBVV V1, V2, V0, V3
d741258e|	VSSUBVX X10, V2, V3
d741258c|	VSSUBVX X10, V2, V0, V3

# 31.12.2: Vector Single-Width Averaging Add and Subtract
d7a12022|	VAADDUVV V1, V2, V3
d7a12020|	VAADDUVV V1, V2, V0, V3
d7612522|	VAADDUVX X10, V2, V3
d7612520|	VAADDUVX X10, V2, V0, V3
d7a12026|	VAADDVV V1, V2, V3
d7a12024|	VAADDVV V1, V2, V0, V3
d7612526|	VAADDVX X10, V2, V3
d7612524|	VAADDVX X10, V2, V0, V3
d7a1202a|	VASUBUVV V1, V2, V3
d7a12028|	VASUBUVV V1, V2, V0, V3
d761252a|	VASUBUVX X10, V2, V3
d7612528|	VASUBUVX X10, V2, V0, V3
d7a1202e|	VASUBVV V1, V2, V3
d7a1202c|	VASUBVV V1, V2, V0, V3
d761252e|	VASUBVX X10, V2, V3
d761252c|	VASUBVX X10, V2, V0, V3

# 31.12.3: Vector Single-Width Fractional Multiply with Rounding and Saturation
d781209e|	VSMULVV V1, V2, V3
d781209c|	VSMULVV V1, V2, V0, V3
d741259e|	VSMULVX X10, V2, V3
d741259c|	VSMULVX X10, V2, V0, V3

# 31.12.4: Vector Single-Width Scaling Shift Instructions
d78120aa|	VSSRLVV V1, V2, V3
d78120a8|	VSSRLVV V1, V2, V0, V3
d74125aa|	VSSRLVX X10, V2, V3
d74125a8|	VSSRLVX X10, V2, V0, V3
d7b127aa|	VSSRLVI $15, V2, V3
d7b127a8|	VSSRLVI $15, V2, V0, V3
d78120ae|	VSSRAVV V1, V2, V3
d78120ac|	VSSRAVV V1, V2, V0, V3
d74125ae|	VSSRAVX X10, V2, V3
d74125ac|	VSSRAVX X10, V2, V0, V3
d73128ae|	VSSRAVI $16, V2, V3
d73128ac|	VSSRAVI $16, V2, V0, V3

# 31.12.5: Vector Narrowing Fixed-Point Clip Instructions
d78120ba|	VNCLIPUWV V1, V2, V3
d78120b8|	VNCLIPUWV V1, V2, V0, V3
d74125ba|	VNCLIPUWX X10, V2, V3
d74125b8|	VNCLIPUWX X10, V2, V0, V3
d73128ba|	VNCLIPUWI $16, V2, V3
d73128b8|	VNCLIPUWI $16, V2, V0, V3
d78120be|	VNCLIPWV V1, V2, V3
d78120bc|	VNCLIPWV V1, V2, V0, V3
d74125be|	VNCLIPWX X10, V2, V3
d74125bc|	VNCLIPWX X10, V2, V0, V3
d73128be|	VNCLIPWI $16, V2, V3
d73128bc|	VNCLIPWI $16, V2, V0, V3

# 31.13.2: Vector Single-Width Floating-Point Add/Subtract Instructions
d7912002|	VFADDVV V1, V2, V3
d7912000|	VFADDVV V1, V2, V0, V3
d7512502|	VFADDVF F10, V2, V3
d7512500|	VFADDVF F10, V2, V0, V3
d791200a|	VFSUBVV V1, V2, V3
d7912008|	VFSUBVV V1, V2, V0, V3
d751250a|	VFSUBVF F10, V2, V3
d7512508|	VFSUBVF F10, V2, V0, V3
d751259e|	VFRSUBVF F10, V2, V3
d751259c|	VFRSUBVF F10, V2, V0, V3

# 31.13.3: Vector Widening Floating-Point Add/Subtract Instructions
d79120c2|	VFWADDVV V1, V2, V3
d79120c0|	VFWADDVV V1, V2, V0, V3
d75125c2|	VFWADDVF F10, V2, V3
d75125c0|	VFWADDVF F10, V2, V0, V3
d79120ca|	VFWSUBVV V1, V2, V3
d79120c8|	VFWSUBVV V1, V2, V0, V3
d75125ca|	VFWSUBVF F10, V2, V3
d75125c8|	VFWSUBVF F10, V2, V0, V3
d79120d2|	VFWADDWV V1, V2, V3
d79120d0|	VFWADDWV V1, V2, V0, V3
d75125d2|	VFWADDWF F10, V2, V3
d75125d0|	VFWADDWF F10, V2, V0, V3
d79120da|	VFWSUBWV V1, V2, V3
d79120d8|	VFWSUBWV V1, V2, V0, V3
d75125da|	VFWSUBWF F10, V2, V3
d75125d8|	VFWSUBWF F10, V2, V0, V3

# 31.13.4: Vector Single-Width Floating-Point Multiply/Divide Instructions
d7912092|	VFMULVV V1, V2, V3
d7912090|	VFMULVV V1, V2, V0, V3
d7512592|	VFMULVF F10, V2, V3
d7512590|	VFMULVF F10, V2, V0, V3
d7912082|	VFDIVVV V1, V2, V3
d7912080|	VFDIVVV V1, V2, V0, V3
d7512582|	VFDIVVF F10, V2, V3
d7512580|	VFDIVVF F10, V2, V0, V3
d7512586|	VFRDIVVF F10, V2, V3
d7512584|	VFRDIVVF F10, V2, V0, V3

# 31.13.5: Vector Widening Floating-Point Multiply
d79120e2|	VFWMULVV V1, V2, V3
d79120e0|	VFWMULVV V1, V2, V0, V3
d75125e2|	VFWMULVF F10, V2, V3
d75125e0|	VFWMULVF F10, V2, V0, V3

# 31.13.6: Vector Single-Width Floating-Point Fused Multiply-Add Instructions
d79120b2|	VFMACCVV V2, V1, V3
d79120b0|	VFMACCVV V2, V1, V0, V3
d75125b2|	VFMACCVF V2, F10, V3
d75125b0|	VFMACCVF V2, F10, V0, V3
d79120b6|	VFNMACCVV V2, V1, V3
d79120b4|	VFNMACCVV V2, V1, V0, V3
d75125b6|	VFNMACCVF V2, F10, V3
d75125b4|	VFNMACCVF V2, F10, V0, V3
d79120ba|	VFMSACVV V2, V1, V3
d79120b8|	VFMSACVV V2, V1, V0, V3
d75125ba|	VFMSACVF V2, F10, V3
d75125b8|	VFMSACVF V2, F10, V0, V3
d79120be|	VFNMSACVV V2, V1, V3
d79120bc|	VFNMSACVV V2, V1, V0, V3
d75125be|	VFNMSACVF V2, F10, V3
d75125bc|	VFNMSACVF V2, F10, V0, V3
d79120a2|	VFMADDVV V2, V1, V3
d79120a0|	VFMADDVV V2, V1, V0, V3
d75125a2|	VFMADDVF V2, F10, V3
d75125a0|	VFMADDVF V2, F10, V0, V3
d79120a6|	VFNMADDVV V2, V1, V3
d79120a4|	VFNMADDVV V2, V1, V0, V3
d75125a6|	VFNMADDVF V2, F10, V3
d75125a4|	VFNMADDVF V2, F10, V0, V3
d79120aa|	VFMSUBVV V2, V1, V3
d79120a8|	VFMSUBVV V2, V1, V0, V3
d75125aa|	VFMSUBVF V2, F10, V3
d75125a8|	VFMSUBVF V2, F10, V0, V3
d79120ae|	VFNMSUBVV V2, V1, V3
d79120ac|	VFNMSUBVV V2, V1, V0, V3
d75125ae|	VFNMSUBVF V2, F10, V3
d75125ac|	VFNMSUBVF V2, F10, V0, V3

# 31.13.7: Vector Widening Floating-Point Fused Multiply-Add Instructions
d79120f2|	VFWMACCVV V2, V1, V3
d79120f0|	VFWMACCVV V2, V1, V0, V3
d75125f2|	VFWMACCVF V2, F10, V3
d75125f0|	VFWMACCVF V2, F10, V0, V3
d79120f6|	VFWNMACCVV V2, V1, V3
d79120f4|	VFWNMACCVV V2, V1, V0, V3
d75125f6|	VFWNMACCVF V2, F10, V3
d75125f4|	VFWNMACCVF V2, F10, V0, V3
d79120fa|	VFWMSACVV V2, V1, V3
d79120f8|	VFWMSACVV V2, V1, V0, V3
d75125fa|	VFWMSACVF V2, F10, V3
d75125f8|	VFWMSACVF V2, F10, V0, V3
d79120fe|	VFWNMSACVV V2, V1, V3
d79120fc|	VFWNMSACVV V2, V1, V0, V3
d75125fe|	VFWNMSACVF V2, F10, V3
d75125fc|	VFWNMSACVF V2, F10, V0, V3

# 31.13.8: Vector Floating-Point Square-Root Instruction
d711204e|	VFSQRTV V2, V3
d711204c|	VFSQRTV V2, V0, V3

# 31.13.9: Vector Floating-Point Reciprocal Square-Root Estimate Instruction
d711224e|	VFRSQRT7V V2, V3
d711224c|	VFRSQRT7V V2, V0, V3

# 31.13.10: Vector Floating-Point Reciprocal Estimate Instruction
d791224e|	VFREC7V V2, V3
d791224c|	VFREC7V V2, V0, V3

# 31.13.11: Vector Floating-Point MIN/MAX Instructions
d7912012|	VFMINVV V1, V2, V3
d7912010|	VFMINVV V1, V2, V0, V3
d7512512|	VFMINVF F10, V2, V3
d7512510|	VFMINVF F10, V2, V0, V3
d791201a|	VFMAXVV V1, V2, V3
d7912018|	VFMAXVV V1, V2, V0, V3
d751251a|	VFMAXVF F10, V2, V3
d7512518|	VFMAXVF F10, V2, V0, V3

# 31.13.12: Vector Floating-Point Sign-Injection Instructions
d7912022|	VFSGNJVV V1, V2, V3
d7912020|	VFSGNJVV V1, V2, V0, V3
d7512522|	VFSGNJVF F10, V2, V3
d7512520|	VFSGNJVF F10, V2, V0, V3
d7912026|	VFSGNJNVV V1, V2, V3
d7912024|	VFSGNJNVV V1, V2, V0, V3
d7512526|	VFSGNJNVF F10, V2, V3
d7512524|	VFSGNJNVF F10, V2, V0, V3
d791202a|	VFSGNJXVV V1, V2, V3
d7912028|	VFSGNJXVV V1, V2, V0, V3
d751252a|	VFSGNJXVF F10, V2, V3
d7512528|	VFSGNJXVF F10, V2, V0, V3
d7112126|	VFNEGV V2, V3
d7112124|	VFNEGV V2, V0, V3
d711212a|	VFABSV V2, V3
d7112128|	VFABSV V2, V0, V3

# 31.13.13: Vector Floating-Point Compare Instructions
d7912062|	VMFEQVV V1, V2, V3
d7912060|	VMFEQVV V1, V2, V0, V3
d7512562|	VMFEQVF F10, V2, V3
d7512560|	VMFEQVF F10, V2, V0, V3
d7912072|	VMFNEVV V1, V2, V3
d7912070|	VMFNEVV V1, V2, V0, V3
d7512572|	VMFNEVF F10, V2, V3
d7512570|	VMFNEVF F10, V2, V0, V3
d791206e|	VMFLTVV V1, V2, V3
d791206c|	VMFLTVV V1, V2, V0, V3
d751256e|	VMFLTVF F10, V2, V3
d751256c|	VMFLTVF F10, V2, V0, V3
d7912066|	VMFLEVV V1, V2, V3
d7912064|	VMFLEVV V1, V2, V0, V3
d7512566|	VMFLEVF F10, V2, V3
d7512564|	VMFLEVF F10, V2, V0, V3
d7512576|	VMFGTVF F10, V2, V3
d7512574|	VMFGTVF F10, V2, V0, V3
d751257e|	VMFGEVF F10, V2, V3
d751257c|	VMFGEVF F10, V2, V0, V3

# 31.13.14: Vector Floating-Point Classify Instruction
d711284e|	VFCLASSV V2, V3
d711284c|	VFCLASSV V2, V0, V3

# 31.13.15: Vector Floating-Point Merge Instruction
d751255c|	VFMERGEVFM F10, V2, V0, V3

# 31.13.16: Vector Floating-Point Move Instruction
d751055e|	VFMVVF F10, V3

# 31.13.17: Single-Width Floating-Point/Integer Type-Convert Instructions
d711204a|	VFCVTXUFV V2, V3
d7112048|	VFCVTXUFV V2, V0, V3
d791204a|	VFCVTXFV V2, V3
d7912048|	VFCVTXFV V2, V0, V3
d711234a|	VFCVTRTZXUFV V2, V3
d7112348|	VFCVTRTZXUFV V2, V0, V3
d791234a|	VFCVTRTZXFV V2, V3
d7912348|	VFCVTRTZXFV V2, V0, V3
d711214a|	VFCVTFXUV V2, V3
d7112148|	VFCVTFXUV V2, V0, V3
d791214a|	VFCVTFXV V2, V3
d7912148|	VFCVTFXV V2, V0, V3

# 31.13.18: Widening Floating-Point/Integer Type-Convert Instructions
d711244a|	VFWCVTXUFV V2, V3
d7112448|	VFWCVTXUFV V2, V0, V3
d791244a|	VFWCVTXFV V2, V3
d7912448|	VFWCVTXFV V2, V0, V3
d711274a|	VFWCVTRTZXUFV V2, V3
d7112748|	VFWCVTRTZXUFV V2, V0, V3
d791274a|	VFWCVTRTZXFV V2, V3
d7912748|	VFWCVTRTZXFV V2, V0, V3
d711254a|	VFWCVTFXUV V2, V3
d7112548|	VFWCVTFXUV V2, V0, V3
d791254a|	VFWCVTFXV V2, V3
d7912548|	VFWCVTFXV V2, V0, V3
d711264a|	VFWCVTFFV V2, V3
d7112648|	VFWCVTFFV V2, V0, V3

# 31.13.19: Narrowing Floating-Point/Integer Type-Convert Instructions
d711284a|	VFNCVTXUFW V2, V3
d7112848|	VFNCVTXUFW V2, V0, V3
d791284a|	VFNCVTXFW V2, V3
d7912848|	VFNCVTXFW V2, V0, V3
d7112b4a|	VFNCVTRTZXUFW V2, V3
d7112b48|	VFNCVTRTZXUFW V2, V0, V3
d7912b4a|	VFNCVTRTZXFW V2, V3
d7912b48|	VFNCVTRTZXFW V2, V0, V3
d711294a|	VFNCVTFXUW V2, V3
d7112948|	VFNCVTFXUW V2, V0, V3
d791294a|	VFNCVTFXW V2, V3
d7912948|	VFNCVTFXW V2, V0, V3
d7112a4a|	VFNCVTFFW V2, V3
d7112a48|	VFNCVTFFW V2, V0, V3
d7912a4a|	VFNCVTRODFFW V2, V3
d7912a48|	VFNCVTRODFFW V2, V0, V3

# 31.14.1: Vector Single-Width Integer Reduction Instructions
d7a12002|	VREDSUMVS V1, V2, V3
d7a12000|	VREDSUMVS V1, V2, V0, V3
d7a1201a|	VREDMAXUVS V1, V2, V3
d7a12018|	VREDMAXUVS V1, V2, V0, V3
d7a1201e|	VREDMAXVS V1, V2, V3
d7a1201c|	VREDMAXVS V1, V2, V0, V3
d7a12012|	VREDMINUVS V1, V2, V3
d7a12010|	VREDMINUVS V1, V2, V0, V3
d7a12016|	VREDMINVS V1, V2, V3
d7a12014|	VREDMINVS V1, V2, V0, V3
d7a12006|	VREDANDVS V1, V2, V3
d7a12004|	VREDANDVS V1, V2, V0, V3
d7a1200a|	VREDORVS V1, V2, V3
d7a12008|	VREDORVS V1, V2, V0, V3
d7a1200e|	VREDXORVS V1, V2, V3
d7a1200c|	VREDXORVS V1, V2, V0, V3

# 31.14.2: Vector Widening Integer Reduction Instructions
d78120c2|	VWREDSUMUVS V1, V2, V3
d78120c0|	VWREDSUMUVS V1, V2, V0, V3
d78120c6|	VWREDSUMVS V1, V2, V3
d78120c4|	VWREDSUMVS V1, V2, V0, V3

# 31.14.3: Vector Single-Width Floating-Point Reduction Instructions
d791200e|	VFREDOSUMVS V1, V2, V3
d791200c|	VFREDOSUMVS V1, V2, V0, V3
d7912006|	VFREDUSUMVS V1, V2, V3
d7912004|	VFREDUSUMVS V1, V2, V0, V3
d791201e|	VFREDMAXVS V1, V2, V3
d791201c|	VFREDMAXVS V1, V2, V0, V3
d7912016|	VFREDMINVS V1, V2, V3
d7912014|	VFREDMINVS V1, V2, V0, V3

# 31.14.4: Vector Widening Floating-Point Reduction Instructions
d79120ce|	VFWREDOSUMVS V1, V2, V3
d79120cc|	VFWREDOSUMVS V1, V2, V0, V3
d79120c6|	VFWREDUSUMVS V1, V2, V3
d79120c4|	VFWREDUSUMVS V1, V2, V0, V3

# 31.15: Vector Mask Instructions
d7a12066|	VMANDMM V1, V2, V3
d7a12076|	VMNANDMM V1, V2, V3
d7a12062|	VMANDNMM V1, V2, V3
d7a1206e|	VMXORMM V1, V2, V3
d7a1206a|	VMORMM V1, V2, V3
d7a1207a|	VMNORMM V1, V2, V3
d7a12072|	VMORNMM V1, V2, V3
d7a1207e|	VMXNORMM V1, V2, V3
d7212166|	VMMVM V2, V3
d7a1316e|	VMCLRM V3
d7a1317e|	VMSETM V3
d7212176|	VMNOTM V2, V3
57252842|	VCPOPM V2, X10
57252840|	VCPOPM V2, V0, X10
57a52842|	VFIRSTM V2, X10
57a52840|	VFIRSTM V2, V0, X10
d7a12052|	VMSBFM V2, V3
d7a12050|	VMSBFM V2, V0, V3
d7a12152|	VMSIFM V2, V3
d7a12150|	VMSIFM V2, V0, V3
d7212152|	VMSOFM V2, V3
d7212150|	VMSOFM V2, V0, V3
d7212852|	VIOTAM V2, V3
d7212850|	VIOTAM V2, V0, V3
d7a10852|	VIDV V3
d7a10850|	VIDV V0, V3

# 31.16.1: Integer Scalar Move Instructions
57252042|	VMVXS V2, X10
57610542|	VMVSX X10, V2

# 31.16.2: Floating-Point Scalar Move Instructions
57152042|	VFMVFS V2, F10
57510542|	VFMVSF F10, V2

# 31.16.3: Vector Slide Instructions
d741253a|	VSLIDEUPVX X10, V2, V3
d7412538|	VSLIDEUPVX X10, V2, V0, V3
d731283a|	VSLIDEUPVI $16, V2, V3
d7312838|	VSLIDEUPVI $16, V2, V0, V3
d741253e|	VSLIDEDOWNVX X10, V2, V3
d741253c|	VSLIDEDOWNVX X10, V2, V0, V3
d731283e|	VSLIDEDOWNVI $16, V2, V3
d731283c|	VSLIDEDOWNVI $16, V2, V0, V3
d761253a|	VSLIDE1UPVX X10, V2, V3
d7612538|	VSLIDE1UPVX X10, V2, V0, V3
d751253a|	VFSLIDE1UPVF F10, V2, V3
d7512538|	VFSLIDE1UPVF F10, V2, V0, V3
d761253e|	VSLIDE1DOWNVX X10, V2, V3
d761253c|	VSLIDE1DOWNVX X10, V2, V0, V3
d751253e|	VFSLIDE1DOWNVF F10, V2, V3
d751253c|	VFSLIDE1DOWNVF F10, V2, V0, V3

# 31.16.4: Vector Register Gather Instructions
d7812032|	VRGATHERVV V1, V2, V3
d7812030|	VRGATHERVV V1, V2, V0, V3
d781203a|	VRGATHEREI16VV V1, V2, V3
d7812038|	VRGATHEREI16VV V1, V2, V0, V3
d7412532|	VRGATHERVX X10, V2, V3
d7412530|	VRGATHERVX X10, V2, V0, V3
d7312832|	VRGATHERVI $16, V2, V3
d7312830|	VRGATHERVI $16, V2, V0, V3

# 31.16.5: Vector Compress Instruction
d7a1205e|	VCOMPRESSVM V1, V2, V3

# 31.16.6: Whole Vector Register Move
d730209e|	VMV1RV V2, V1
57b5c09e|	VMV2RV V12, V10
57b2819e|	VMV4RV V8, V4
57b0839e|	VMV8RV V8, V0


0000|	UNIMP
